"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Paul Dickenson","2024-11-26","English Olympic hammer thrower (1976, 1980) and sports commentator","9117","False","Yes"
"Jan Furtok","2024-11-26","Polish football player (GKS Katowice, Hamburger SV, national team) and manager","8683","False","Yes"
"Mary McGee","2024-11-27","American Hall of Fame motorcycle racer","35285","False","Yes"
"John Stanley Pottinger","2024-11-27","American novelist and lawyer","28984","False","Yes"
"Faustine Ndugulile","2024-11-27","Tanzanian politician","16389","False","Yes"
"Adam Somner","2024-11-27","American film producer and assistant director (''Licorice Pizza'', ''Blitz'', ''West Side Story'')","11099","False","Yes"
"Thomas Hylland Eriksen","2024-11-27","Norwegian anthropologist","9124","False","Yes"
"Morgan Lofting","2024-11-27","American voice actress (''G.I. Joe'', ''Spider-Man'', ''Star Blazers'')","5731","False","Yes"
"Mighty Inoue","2024-11-27","Japanese professional wrestler (AJPW, IWE) and referee","5572","False","Yes"
"Artt Frank","2024-11-27","American jazz drummer and biographer (Chet Baker)","4263","False","Yes"
"Bob Kelly","2024-11-27","American baseball player (Chicago Cubs, Cincinnati Redlegs, Cleveland Indians)","4250","False","Yes"
"Amandine Chazot","2024-11-27","French standup paddleboarder","4200","False","Yes"
"Silvia Pinal","2024-11-28","Mexican actress (''Maribel and the Strange Family'', ''Viridiana'', ''The Exterminating Angel'')","316150","False","Yes"
"Ananda Krishnan","2024-11-28","Malaysian conglomerate industry executive","186168","False","Yes"
"Kioumars Pourhashemi","2024-11-28","Iranian military general","52088","False","Yes"
"Tom Hughes","2024-11-28","Australian politician and barrister","42185","True","No"
"Prince Johnson","2024-11-28","Liberian warlord and politician","41366","False","Yes"
"Bill Battle","2024-11-28","American football player (Alabama Crimson Tide)","24980","False","Yes"
"James Beauregard-Smith","2024-11-28","Australian convicted murderer and rapist","14518","False","Yes"
"Ruth Butler","2024-11-28","American art historian","11028","False","Yes"
"John McNamee","2024-11-28","Scottish footballer (Newcastle United, Hibernian, Blackburn Rovers)","8968","True","No"
"Amiya Kumar Bagchi","2024-11-28","Indian political economist","6636","True","No"
"Wayne Northrop","2024-11-29","American actor (''Dynasty'', ''Days of Our Lives'', ''Port Charles'')","125817","False","Yes"
"Will Cullen Hart","2024-11-29","American musician (The Olivia Tremor Control, Circulatory System)","32946","False","Yes"
"Marshall Brickman","2024-11-29","American screenwriter (''Annie Hall'', ''Manhattan'') and playwright (''Jersey Boys'')","24047","False","Yes"
"Christian Juttner","2024-11-29","American actor (''Return from Witch Mountain'', ''I Wanna Hold Your Hand'', ''The Swarm'')","13398","False","Yes"
"Peter Westbrook","2024-11-29","American fencer","10235","False","Yes"
"Tchinda Andrade","2024-11-29","Cape Verdean LGBT activist","9564","True","No"
"Morton I. Abramowitz","2024-11-29","American diplomat","7584","True","No"
"Lance Morrow","2024-11-29","American writer and journalist","7335","False","Yes"
"Bob Gable","2024-11-29","American politician","5444","False","Yes"
"Josef Jelínek","2024-11-29","Czech footballer (Dukla Prague, VTŽ Chomutov, Czechoslovakia national team)","4060","False","Yes"
"IMDb","2024-11-30","","149608","False","Yes"
"Lou Carnesecca","2024-11-30","American Hall of Fame basketball coach (New York Nets, St. John's Red Storm)","94152","False","Yes"
"Steve Alaimo","2024-11-30","American singer (""Every Day I Have to Cry"") and record producer","8795","False","Yes"
"Robert Skoglund","2024-11-30","American humorist","5704","False","Yes"
"Susan Duncan","2024-11-30","Australian writer and editor (''The Australian Women's Weekly'', ''New Idea'')","5256","False","Yes"
"Howard W. Peak","2024-11-30","American politician","4745","False","Yes"
"Nizoramo Zaripova","2024-11-30","Tajik politician","4238","False","Yes"
"Prithwindra Mukherjee","2024-11-30","Indian author and researcher","3474","False","Yes"
"Pepe Pinto","2024-11-30","Spanish football player (Barcelona, Real Valladolid) and manager (Girona)","2642","False","Yes"
"Kanta Saroop Krishen","2024-11-30","Indian social worker","2088","False","Yes"
"Terry Griffiths","2024-12-01","Welsh snooker player","134216","False","Yes"
"Sandra Reyes","2024-12-01","Colombian actress (''La Mujer del Presidente'', ''Pedro el escamoso'', ''El cartel'')","73277","False","Yes"
"Kelly Powers","2024-12-01","American podiatric surgeon and television commentator (Fox News)","66863","False","Yes"
"Clive Robertson","2024-12-01","Australian radio and television personality","37664","False","Yes"
"Ian Redpath","2024-12-01","Australian cricketer (Victoria, national team)","29729","False","Yes"
"Niels Arestrup","2024-12-01","French actor (''The Beat That My Heart Skipped'', ''A Prophet'', ''War Horse'')","28804","False","Yes"
"Syed Ali Hassan Gilani","2024-12-01","Pakistani politician","10777","False","Yes"
"Ilke Wyludda","2024-12-01","German discus thrower","10015","True","No"
"Rosalie Wilkins, Baroness Wilkins","2024-12-01","British politician","9351","False","Yes"
"Crescenzo D'Amore","2024-12-01","Italian road racing cyclist","9246","False","Yes"
"Helmut Duckadam","2024-12-02","Romanian footballer (UTA Arad, Steaua București, national team)","42329","False","Yes"
"Neale Fraser","2024-12-02","Australian Hall of Fame tennis player","32405","False","Yes"
"Perry J. Dahl","2024-12-02","Canadian-born American air force colonel and World War II flying ace","22971","False","Yes"
"Michael Ruetz","2024-12-02","German artist","22288","False","Yes"
"Liu Chia-chang","2024-12-02","Taiwanese songwriter (""Ode to the Republic of China"", ""The Plum Blossom"")","20393","False","Yes"
"Paul Maslansky","2024-12-02","American film producer (''Police Academy'', ''Return to Oz'', ''Ski Patrol'')","8209","False","Yes"
"Sam Fox","2024-12-02","American businessman and diplomat","7186","False","Yes"
"Lucjan Brychczy","2024-12-02","Polish football player (Legia Warsaw, national team) and manager (Legia Warsaw)","6378","True","No"
"Don Ohl","2024-12-02","American basketball player (Detroit Pistons, Baltimore Bullets, Atlanta Hawks)","3844","False","Yes"
"Yevgeni Kryukov","2024-12-02","Russian football player (Kuzbass Kemerovo, Rostselmash Rostov-on-Don, Zhemchuzhina-Sochi) and manager","2638","True","No"
"Israel Vázquez","2024-12-03","Mexican super bantamweight boxer","68641","False","Yes"
"Dana Dimel","2024-12-03","American college football player and coach (Wyoming Cowboys, Houston Cougars, UTEP Miners)","30133","False","Yes"
"Mohamed Ali Yusuf","2024-12-03","Somali politician","22379","False","Yes"
"Yuvanraj Nethrun","2024-12-03","Indian actor (''Ponni'', ''Mannan Magal'', ''Mahalakshmi'')","10879","False","Yes"
"Jan Scott-Frazier","2024-12-03","American translator and anime producer","9641","False","Yes"
"Tan Howe Liang","2024-12-03","Singaporean weightlifter","5741","False","Yes"
"Malcolm Le Grice","2024-12-03","British painter","5635","False","Yes"
"Jan Bloukaas","2024-12-03","South African singer","4863","True","No"
"John Stephen Cummins","2024-12-03","American Roman Catholic prelate","4284","False","Yes"
"Frederick Henry","2024-12-03","Canadian Roman Catholic prelate","4034","False","Yes"
"Brian Thompson","2024-12-04","American insurance executive","2487324","False","Yes"
"Chiung Yao","2024-12-04","Taiwanese novelist (''Fire and Rain'', ''Wan-chun's Three Loves'')","102539","False","Yes"
"Princess Birgitta of Sweden","2024-12-04","Swedish royal","80015","False","Yes"
"Rachmadi Bambang Sumadhijo","2024-12-04","Indonesian engineer and bureaucrat","21793","False","Yes"
"Hisham Kabbani","2024-12-04","Lebanese-American Islamic scholar","19138","False","Yes"
"John Docherty","2024-12-04","Scottish football player (Brentford) and manager (Millwall, Cambridge United)","15325","False","Yes"
"Trần Anh Khoa","2024-12-04","Vietnamese footballer (SHB Da Nang)","14691","False","Yes"
"Tony Young","2024-12-04","English footballer (Manchester United, Charlton Athletic, York City)","12771","False","Yes"
"Al Fitzmorris","2024-12-04","American baseball player (Kansas City Royals)","9813","True","No"
"Joseph Corozzo","2024-12-04","American mobster","9126","True","No"
"Thom Christopher","2024-12-05","American actor (''One Life to Live'', ''Loving'', ''Buck Rogers in the 25th Century'')","42385","True","No"
"Julie Stevens","2024-12-05","English actress (''The Avengers'', ''Carry On Cleo'')","33213","False","Yes"
"Paolo Pillitteri","2024-12-05","Italian politician","22834","False","Yes"
"Bill Melton","2024-12-05","American baseball player (Chicago White Sox)","22344","False","Yes"
"Marthe Katrine Myhre","2024-12-05","Norwegian long-distance runner","19639","False","Yes"
"Evgeny Velikhov","2024-12-05","Russian physicist","9091","False","Yes"
"Rodney Jenkins","2024-12-05","American Hall of Fame equestrian","7042","False","Yes"
"Hiroshi Kagawa","2024-12-05","Japanese Hall of Fame footballer and journalist (''Sankei Sports'')","6929","False","Yes"
"Andy Stepp","2024-12-05","American politician","6813","True","No"
"Jacques Roubaud","2024-12-05","French poet","6348","False","Yes"
"Miho Nakayama","2024-12-06","Japanese singer (""C"", ""You're My Only Shinin' Star"") and actress (''Love Letter'')","190917","False","Yes"
"Maggie Tabberer","2024-12-06","Australian model and television personality","101439","False","Yes"
"Dickie Rock","2024-12-06","Irish singer (""Come Back to Stay"") and musician (The Miami Showband)","78899","False","Yes"
"Madhukar Pichad","2024-12-06","Indian politician","14153","False","Yes"
"Stanisław Tym","2024-12-06","Polish actor (''The Cruise'')","11446","False","Yes"
"Phelekezela Mphoko","2024-12-06","Zimbabwean diplomat and politician","11349","True","No"
"Ed Khayat","2024-12-06","American football player (Washington Redskins, Philadelphia Eagles) and coach (Baltimore Colts)","7129","True","No"
"Elaine Smith","2024-12-06","American politician","4821","True","No"
"Jayabharathi","2024-12-06","Indian film director (''Kudisai'', ''Rendum Rendum Anju'', ''Kurukshetram'')","3836","True","No"
"Vitaliy Dyrdyra","2024-12-06","Ukrainian sailor","2859","False","Yes"
"Merv Rettenmund","2024-12-07","American baseball player (Baltimore Orioles, California Angels) and coach (San Diego Padres)","15837","False","Yes"
"Steady Bongo","2024-12-07","Sierra Leonean musician and record producer","12542","False","Yes"
"Darrell McGraw","2024-12-07","American jurist and politician","7396","False","Yes"
"Yevgeni Aleinikov","2024-12-07","Russian sport shooter","5900","False","Yes"
"Alan Young","2024-12-07","Canadian lawyer","5156","False","Yes"
"Kushang Sherpa","2024-12-07","Indian Sherpa mountaineer","4616","False","Yes"
"Orlando Rossardi","2024-12-07","Cuban poet","2304","False","Yes"
"Hamida Banu","2024-12-07","Indian sprinter","2192","False","Yes"
"Daniel Lubetkin","2024-12-07","American lawyer and politician","2134","False","Yes"
"Jack DiLauro","2024-12-07","American baseball player (New York Mets, Houston Astros)","1753","False","Yes"
"Jill Jacobson","2024-12-08","American actress (''Falcon Crest'', ''Days of Our Lives'', ''Newhart'')","173444","False","Yes"
"Tom Voyce","2024-12-08","English rugby union player (Bath, Wasps, national team)","160627","False","Yes"
"Ihab Makhlouf","2024-12-08","Syrian mobile phone industry executive (Syriatel)","33756","False","Yes"
"Clarke Reed","2024-12-08","American politician and businessman","27862","True","No"
"Luigi Manocchio","2024-12-08","American mobster (Patriarca crime family)","25942","True","No"
"Roberto Gómez","2024-12-08","Dominican baseball player (San Francisco Giants)","12024","False","Yes"
"Nikos Sarganis","2024-12-08","Greek footballer (Olympiacos, Panathinaikos, national team)","11885","False","Yes"
"Tony Lloyd, Baron Lloyd of Berwick","2024-12-08","British jurist","7185","False","Yes"
"Şerif Gören","2024-12-08","Turkish film director (''Umut'', ''Yol'')","5882","True","No"
"M. D. R. Ramachandran","2024-12-08","Indian politician","4573","True","No"
"Mazen al-Hamada","2024-12-09","Syrian human rights activist","441434","False","Yes"
"Nikki Giovanni","2024-12-09","American poet","363720","False","Yes"
"Arnold Yarrow","2024-12-09","British actor (''Doctor Who'', ''EastEnders'', ''Son of the Pink Panther'')","30366","False","Yes"
"Thomas Hertel","2024-12-09","German composer","23193","False","Yes"
"Jody Gormley","2024-12-09","Irish Gaelic footballer (Tyrone, London) and manager","16953","False","Yes"
"Sir David McMurtry","2024-12-09","Irish metrology industrialist","14247","False","Yes"
"Will Arnott","2024-12-09","British Paralympic boccia player (2024)","10942","False","Yes"
"Gerd Heidemann","2024-12-09","German journalist (''Stern'')","6827","False","Yes"
"Dalton Trevisan","2024-12-09","Brazilian writer","4711","False","Yes"
"Benito Aguas Atlahua","2024-12-09","Mexican politician","4416","False","Yes"
"S. M. Krishna","2024-12-10","Indian politician","405517","False","Yes"
"Michael Cole","2024-12-10","American actor (''The Mod Squad'', ''General Hospital'', ''It'')","143322","False","Yes"
"Rocky Colavito","2024-12-10","American baseball player (Cleveland Indians)","59033","False","Yes"
"The Amazing Kreskin","2024-12-10","American mentalist","35639","False","Yes"
"María Socas","2024-12-10","Argentine actress (''The Warrior and the Sorceress'', ''Wizards of the Lost Kingdom'', ''Deathstalker II'')","14010","False","Yes"
"Xu Chao","2024-12-10","Chinese racing cyclist","8806","False","Yes"
"Lennie De Ice","2024-12-10","British musician (""We Are I.E."")","7421","False","Yes"
"Brenda Walker","2024-12-10","Australian author (''The Wing of Night'')","6351","True","No"
"Madeleine Arbour","2024-12-10","Canadian designer","5570","True","No"
"Always Dreaming","2024-12-10","American Thoroughbred racehorse","5513","False","Yes"
"David Bonderman","2024-12-11","American businessman (TPG Inc.)","83238","False","Yes"
"Khalil Haqqani","2024-12-11","Afghan politician","50486","False","Yes"
"Hugh Cornish","2024-12-11","Australian television personality","26151","False","Yes"
"Polly Allen Mellen","2024-12-11","American stylist and fashion editor (''Harper's Bazaar'', ''Vogue'', ''Allure'')","25176","False","Yes"
"Jim Leach","2024-12-11","American politician","17871","False","Yes"
"Bob Fernandez","2024-12-11","American veteran (Pearl Harbor)","14154","False","Yes"
"Corinne Allal","2024-12-11","Tunisian-born Israeli rock musician and music producer","14014","False","Yes"
"Jermaine Walker","2024-12-11","American basketball player (Aris Thessaloniki)","11389","True","No"
"Alex Edwards","2024-12-11","Scottish footballer (Dunfermline Athletic, Hibernian)","7131","False","Yes"
"Pat McBride","2024-12-11","American soccer player (St. Louis Stars)","7053","False","Yes"
