"name","death_date","description","pageviews"
"Paul Johnson","2020-06-10","Canadian wheelchair tennis player and Paralympic athlete (1988)","0"
"Dennis O'Neil","2020-06-11","American comic book writer (''Batman'', ''Iron Man'') and editor (Marvel Comics)","46139"
"Mel Winkler","2020-06-11","American actor (''Devil in a Blue Dress'', ''Crash Bandicoot'', ''Doc Hollywood'')","42018"
"Rosa Maria Sardà","2020-06-11","Spanish actress (''Alegre ma non troppo'', ''Carol's Journey'', ''My Mother Likes Women'') and comedian","21677"
"Emmanuel Issoze-Ngondet","2020-06-11","Gabonese politician","12186"
"Katsuhisa Hattori","2020-06-11","Japanese composer (''Fist of the North Star'')","4026"
"Earnie Killum","2020-06-11","American basketball player (Los Angeles Lakers)","3592"
"Kraisak Choonhavan","2020-06-11","Thai politician","3077"
"Burton Natarus","2020-06-11","American politician","2965"
"Basil Meeking","2020-06-11","New Zealand Roman Catholic prelate","2917"
"Hosbet Suresh","2020-06-11","Indian jurist and human rights activist","2423"
"Matt Poore","2020-06-11","New Zealand cricketer (Canterbury, national team)","1835"
"Marjorie G. Horning","2020-06-11","American biochemist and pharmacologist","1693"
"Elly Stone","2020-06-11","American singer and actress","1651"
"Rodolfo Machado","2020-06-11","Argentinian actor (''Bajo el signo de la patria'', ''El Picnic de los Campanelli'')","1476"
"Sir Clem Renouf","2020-06-11","Australian accountant","1425"
"Marcel Maréchal","2020-06-11","French actor (''I as in Icarus'', ''Fanfan'', ''Julien Fontanes, magistrat'') and film director","1411"
"Mahjoub Ben Bella","2020-06-11","Algerian-born French painter","1323"
"Cy Strulovitch","2020-06-11","Canadian Olympic basketball player (1948)","862"
"Stella Pevsner","2020-06-11","American author","783"
"Bernard J. Matkowsky","2020-06-11","American mathematician","731"
"Hermann Salomon","2020-06-11","German Olympic athlete (1960, 1964, 1968)","580"
"Roy Little Chief","2020-06-11","Canadian First Nations rights activist and politician","322"
"František Kotlaba","2020-06-11","Czech botanist and mycologist","243"
"Stefania Świerzy","2020-06-11","Polish Olympic gymnast (1952)","7"
"Ricky Valance","2020-06-12","Welsh singer (""Tell Laura I Love Her"")","103661"
"William S. Sessions","2020-06-12","American civil servant","60262"
"Perfecto Yasay Jr.","2020-06-12","Filipino politician","34355"
"Carl Brewer","2020-06-12","American politician","23879"
"Lino Esterino Garavaglia","2020-06-12","Italian Roman Catholic prelate","10741"
"Parasnath Yadav","2020-06-12","Indian politician","9005"
"Rayshard Brooks","2020-06-12","American police detainee","8845"
"Abani Mohan Joardar","2020-06-12","Indian politician","3376"
"Charles Wing Krafft","2020-06-12","American painter and ceramicist","2552"
"Arthur Spatt","2020-06-12","American jurist","2117"
"Ali Hadi","2020-06-12","Iraqi football player (Al-Quwa Al-Jawiya, Al-Zawraa) and manager (Zakho)","1806"
"Geoffrey Martin","2020-06-12","Australian footballer (Launceston, Ulverstone, Burnie)","941"
"Malcolm Mabry","2020-06-12","American politician","721"
"Aileen Christianson","2020-06-12","Scottish academic and writer","671"
"Claude Ndam","2020-06-12","Cameroonian singer-songwriter","489"
"Claude A. Bray, Jr.","2020-06-12","American politician","455"
"Albert Vitali","2020-06-12","Swiss politician","426"
"Joost Boks","2020-06-12","Dutch-born Canadian Olympic field hockey player (1964, 1968)","352"
"Molly Neptune Parker","2020-06-12","American basketweaver","273"
"Juli Sanclimens i Genescà","2020-06-12","Spanish politician","101"
"Carl Eiríksson","2020-06-12","Icelandic Olympic sports shooter (1992)","62"
"Gulzar Dehlvi","2020-06-12","Indian Urdu poet","0"
"Chylgychy Ondar","2020-06-12","Russian politician","0"
"Werner Volkmer","2020-06-12","German-Canadian documentary filmmaker","0"
"Mike McCormick","2020-06-13","American baseball player (San Francisco Giants, Baltimore Orioles, Kansas City Royals)","28785"
"Sabiha Khanum","2020-06-13","Pakistani actress (''Do Ansoo'', ''Mukhra'', ''Anjuman'')","26061"
"Jean Raspail","2020-06-13","French author (''The Camp of the Saints'', ''Moi, Antoine de Tounens, roi de Patagonie'')","20582"
"B. Kannan","2020-06-13","Indian cinematographer (''Oru Nadigai Natakam Parkiral'', ''Kadalora Kavithaigal'', ''Solla Thudikuthu Manasu'')","20533"
"Kirvan Fortuin","2020-06-13","South African dancer and choreographer","19396"
"Mohammed Nasim","2020-06-13","Bangladeshi politician","19287"
"Vasant Raiji","2020-06-13","Indian cricketer (Bombay, Baroda)","11046"
"Pramono Edhie Wibowo","2020-06-13","Indonesian military officer","7386"
"Luther Price","2020-06-13","American experimental filmmaker and visual artist","6917"
"Marc Zermati","2020-06-13","French record producer and promoter","4880"
"Tineke Verburg","2020-06-13","Dutch journalist and TV presenter","4204"
"Dick Garmaker","2020-06-13","American basketball player (Minneapolis Lakers, New York Knicks, Minnesota Golden Gophers)","3797"
"Mags Murray","2020-06-13","Irish politician","3690"
"Leslie Cohen Berlowitz","2020-06-13","American academic administrator (American Academy of Arts and Sciences)","2520"
"Jim Grelle","2020-06-13","American Olympic middle-distance runner (1960)","2385"
"Nancy Saunders","2020-06-13","American actress (The Three Stooges)","1983"
"Lucy Scarbrough","2020-06-13","American classical pianist and teacher","1631"
"Eula Bingham","2020-06-13","American scientist","1548"
"Maurice Rajsfus","2020-06-13","French writer and historian","1539"
"Bram Kloppert","2020-06-13","Dutch boxer","1424"
"Théophile Philippe Barakat","2020-06-13","Syrian Syriac Catholic hierarch","1400"
"Marj Carpenter","2020-06-13","American Presbyterian leader","1167"
"Pepe el Ferreiro","2020-06-13","Spanish archaeologist","1025"
"Donald W. Meinig","2020-06-13","American geographer","922"
"Weldon L. Kennedy","2020-06-13","American FBI agent","779"
"Nic Jorge","2020-06-13","Filipino basketball coach (national team) and secretary general of the Basketball Association of the Philippines","765"
"Helge Rykkja","2020-06-13","Norwegian writer and poet","458"
"Herbert T. Ueda","2020-06-13","American ice drilling engineer","234"
"Sultan Uddin Bhuiyan","2020-06-13","Bangladeshi politician","209"
"Ralph Doty","2020-06-13","American politician","168"
"Sheikh Mohammed Abdullah","2020-06-13","Bangladeshi politician","0"
"Colo Tavernier O'Hagan","2020-06-13","British-French screenwriter (''A Week's Vacation'', ''Beatrice'', ''Story of Women'')","0"
"Sushant Singh Rajput","2020-06-14","Indian actor (''M.S. Dhoni: The Untold Story'', ''Chhichhore'', ''Detective Byomkesh Bakshy!'')","15894919"
"Sarah Hegazi","2020-06-14","Egyptian LGBT rights activist","142488"
"Saiful Azam","2020-06-14","Bangladeshi air force pilot","60153"
"Luce Douady","2020-06-14","French climber","59816"
"Keith Tippett","2020-06-14","British jazz pianist (King Crimson, Centipede) and composer","33638"
"Noel Kelly","2020-06-14","Australian rugby league player (Ipswich, Western Suburbs Magpies, national team)","33204"
"Elsa Joubert","2020-06-14","South African Sestigers writer","12066"
"Arunkumar Mehta","2020-06-14","Indian diamond and gem executive","11275"
"Mohammad-Ali Keshavarz","2020-06-14","Iranian actor (''The Desert of the Tartars'', ''The Fateful Day'', ''Through the Olive Trees'')","10944"
"Pierre Lumbi","2020-06-14","Congolese politician","7574"
"Aarón Padilla Gutiérrez","2020-06-14","Mexican footballer (Pumas, Atlante, national team)","5665"
"Raj Mohan Vohra","2020-06-14","Indian military officer","5122"
"Sally Banes","2020-06-14","American dance historian and critic","3730"
"Tawfiq al-Yasiri","2020-06-14","Iraqi politician","2710"
"Betty Goudsmit-Oudkerk","2020-06-14","Dutch resistance member","2381"
"Haroldo Rodas","2020-06-14","Guatemalan diplomat and politician","2336"
"Claude Samuel","2020-06-14","French music critic and radio executive","1312"
"Helena van der Kraan","2020-06-14","Dutch artist and photographer","875"
"Ed Fitz Gerald","2020-06-14","American baseball player (Pittsburgh Pirates, Washington Senators, Cleveland Indians) and coach","780"
"Don Candy","2020-06-14","Australian tennis player","571"
"Ibidunni Ighodalo","2020-06-14","Nigerian beauty queen and businesswoman","440"
"Jacqui Gasson","2020-06-14","Welsh politician","330"
"Stefano Bertacco","2020-06-14","Italian politician","289"
"Simon Kverndal","2020-06-14","British barrister","0"
"Nurul Haque Manik","2020-06-14","Bangladeshi footballer  (Brothers Union, national team)","0"
"B. Santosh Babu","2020-06-15","Indian military officer","46432"
"Adebayo Osinowo","2020-06-15","Nigerian politician","28220"
"Beth Levine","2020-06-15","American physician","9149"
"Lilia Dizon","2020-06-15","Filipino actress (''The Moises Padilla Story'')","8751"
"Badar Uddin Ahmed Kamran","2020-06-15","Bangladeshi politician","7713"
"Giulio Giorello","2020-06-15","Italian philosopher","6808"
"Nana Tuffour","2020-06-15","Ghanaian highlife singer","5917"
"Kirk R. Smith","2020-06-15","American climatologist","4105"
"Marinho","2020-06-15","Brazilian footballer (Atlético Mineiro, América, national team)","3597"
"Fred Jarvis","2020-06-15","British trade union leader","3377"
"Jorge Rubio","2020-06-15","Mexican baseball player (California Angels)","3208"
"Nagendra Nath Jha","2020-06-15","Indian diplomat","2169"
"José Gentil Rosa","2020-06-15","Brazilian politician","1800"
"Phil Takahashi","2020-06-15","Canadian Olympic judoka (1984, 1988)","1556"
"Anton Schlembach","2020-06-15","German Roman Catholic prelate","1355"
"Renato de Jesus","2020-06-15","Brazilian politician","1319"
"Robert S. Molaro","2020-06-15","American politician","1159"
"Winston Backus","2020-06-15","Canadian politician","883"
"Seifu Makonnen","2020-06-15","Ethiopian Olympic boxer (1972)","657"
"Michel Roquebert","2020-06-15","French historian and writer","590"
"Clara Gowases","2020-06-15","Namibian politician","445"
"Wolfram Lorenzen","2020-06-15","German pianist","384"
"Juan Díaz","2020-06-15","Chilean Olympic boxer (1960)","364"
"Jan Peder Lamm","2020-06-15","Swedish archaeologist","303"
"Mário Calixto Filho","2020-06-15","Brazilian politician","299"
"Ismail Ibrahim","2020-06-15","Pakistani cricketer (Karachi)","88"
"Charles Webb","2020-06-16","American novelist (''The Graduate'')","27172"
"John Madigan","2020-06-16","Australian politician","27046"
"Danding Cojuangco","2020-06-16","Filipino food and beverage executive and politician","23210"
"Edén Pastora","2020-06-16","Nicaraguan revolutionary and politician","11991"
"John Benfield","2020-06-16","British actor (''Prime Suspect'', ''Speed Racer'', ''Cassandra's Dream'')","9418"
"Paulinho Paiakan","2020-06-16","Brazilian indigenous leader","8293"
"Haribhau Jawale","2020-06-16","Indian politician","7643"
"Mohammad Asghar","2020-06-16","Welsh politician","7453"
"John G. Richardson","2020-06-16","American politician","6262"
"Roger Borniche","2020-06-16","French author and police detective","5001"
"Patrick Poivey","2020-06-16","French actor (''Loulou'', ''Mune: Guardian of the Moon'') and voiceover artist","4722"
"Yuji Adachi","2020-06-16","Japanese guitarist and songwriter (Dead End)","4196"
"Peter Nguyen","2020-06-16","Hong Kong judge","3864"
"Reavis L. Mitchell Jr.","2020-06-16","American historian and academic administrator (Fisk University)","3430"
"A. K. S. Usgaonkar","2020-06-16","Indian politician","3207"
"Robert D. Richardson","2020-06-16","American historian and biographer","2871"
"Tamar Bornstein-Lazar","2020-06-16","Israeli children's writer","2381"
"Knut Bohwim","2020-06-16","Norwegian film director (''Olsen Gang'')","1762"
"John J. Mooney","2020-06-16","American chemical engineer","1511"
"Paul Kramer","2020-06-16","American politician","1275"
"Georgi Ryabov","2020-06-16","Estonian-born Russian footballer (Tallinna Dünamo, Dynamo Moscow, USSR national team)","1248"
"Eusebio Vélez","2020-06-16","Spanish racing cyclist","1044"
"Alistair Soper","2020-06-16","New Zealand rugby union player (national team, Southland, Blackheath)","1007"
"John Joe Sheehan","2020-06-16","Irish Gaelic footballer (Kerry)","782"
"Ernest Poruthota","2020-06-16","Sri Lankan Roman Catholic prelate","620"
"Valério Breda","2020-06-16","Italian Roman Catholic prelate","531"
"Joan Hill","2020-06-16","American artist","498"
"Ben Goto","2020-06-16","Japanese journalist and novelist","196"
"Federico Corriente","2020-06-16","Spanish Arabist","139"
"Abner M. Aust","2020-06-16","American Air Force colonel","0"
"Martin T. Carey","2020-06-16","American entrepreneur and preservationist","0"
"Willie Thorne","2020-06-17","English snooker player and commentator","212950"
"Tariq Aziz","2020-06-17","Pakistani actor","177025"
"Dan Foster","2020-06-17","American radio broadcaster","67047"
"Vic Gilliam","2020-06-17","American politician","26486"
"K. Anders Ericsson","2020-06-17","Swedish psychologist and scholar","16601"
"Astrid Gjertsen","2020-06-17","Danish-born Norwegian politician","13847"
"William C. Dement","2020-06-17","American psychiatrist and sleep researcher","9304"
"Terry Dicks","2020-06-17","British politician","8567"
"Jerry Sturm","2020-06-17","American football player (Calgary Stampeders, Denver Broncos, New Orleans Saints)","6259"
"Hugh Fraser","2020-06-17","Canadian jazz musician","4622"
"Fabrice Philipot","2020-06-17","French racing cyclist","4257"
"György Kárpáti","2020-06-17","Hungarian water polo player","3978"
"Lewis John Carlino","2020-06-17","American screenwriter (''I Never Promised You a Rose Garden'') and director (''The Great Santini'')","3487"
"Bill Groman","2020-06-17","American football player (Houston Oilers, Denver Broncos, Buffalo Bills)","3164"
"Marlene Ahrens","2020-06-17","Chilean javelin thrower and equestrian","2982"
"Michael E. Soulé","2020-06-17","American biologist","2807"
"Trần Ngọc Châu","2020-06-17","Vietnamese soldier and politician","2694"
"Victor Feldbrill","2020-06-17","Canadian conductor and violinist","2675"
"Gordon H. Bower","2020-06-17","American cognitive psychologist","1963"
"Magda Kandil","2020-06-17","Egyptian economist","1789"
"Roberto Salmeron","2020-06-17","Brazilian electrical engineer","1565"
"Petr Král","2020-06-17","Czech poet","1518"
"Ronny Van Sweevelt","2020-06-17","Belgian Olympic racing cyclist (1984)","1436"
"Pietro Zoppas","2020-06-17","Italian racing cyclist","1077"
"David Morgan","2020-06-17","British sociologist","702"
"Madanmohan Dutta","2020-06-17","Indian politician","397"
"William W. McCutcheon","2020-06-17","American police officer and politician","234"
"Harold David Anderson","2020-06-17","Australian public servant and diplomat","209"
"Raimo Honkanen","2020-06-17","Finnish Olympic racing cyclist (1960, 1968)","69"
"Arthur R. Gottschalk","2020-06-17","American politician","0"
"Dame Vera Lynn","2020-06-18","British singer (""We'll Meet Again"", ""The White Cliffs of Dover"")","894296"
"Sachy","2020-06-18","Indian screenwriter (''Makeup Man'') and film director (''Anarkali'', ''Ayyappanum Koshiyum'')","352512"
"Tibor Benedek","2020-06-18","Hungarian water polo player","47295"
"Sergei Khrushchev","2020-06-18","Russian-American engineer","35673"
"Jules Sedney","2020-06-18","Surinamese economist and politician","20428"
